Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-32,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,IMC
Accident,Fatal(1),Destroyed,Airplane,Piper,Pa-23-250,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC
Accident,Fatal(2),Destroyed,Airplane,Cessna,150G,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,U206G,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T210N,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Smith Miniplane,Bk-1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Mitsubishi,Mu2B-40,2.0,Turbo Prop,Business,0.0,0.0,6.0,0.0,IMC
Accident,Non-Fatal,Minor,Airplane,Mcdonnell-Douglas,Dc-10-10,3.0,Turbo Fan,Unknown,0.0,1.0,0.0,154.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150J,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Taylorcraft,F19,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Ted Smith,Aerostar 600,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Bellanca,7Kcab,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Fatal(2),Destroyed,Airplane,Piper,Pa-28,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal(4),Destroyed,Airplane,Piper,Pa-32R-300,1.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T210L,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Minor,Airplane,Boeing,A75N1,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Piper,Pa-31,2.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,IMC
Accident,Non-Fatal,Minor,Airplane,Bellanca,7Kcab,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Taylorcraft,Bc12-D,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-181,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Ercoupe,415-C,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182H,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC
Accident,Fatal(8),Destroyed,Airplane,Piper,Pa-24-180,1.0,Reciprocating,Personal,8.0,0.0,0.0,0.0,VMC
Accident,Fatal(8),Destroyed,Airplane,Cessna,182B,1.0,Reciprocating,Personal,8.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC
Accident,Fatal(4),Destroyed,Airplane,Cessna,P210N,1.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Rockwell Comdr,112Tca,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-180,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Bellanca,7Kcab,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-38,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,177Rg,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Cessna,172N,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,C-172,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal(1),Substantial,Airplane,Piper,Pa-18A-150,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28R-201,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-161,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,C-23,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Piper,Pa-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Beech,V35A,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Incident,Incident,NOT KNOWN,Airplane,Beech,200,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,10.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,310R,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,402B,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,310,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Fatal(2),Destroyed,Airplane,Beech,95-C55,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,421B,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,401,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC
Accident,Fatal(2),Destroyed,Airplane,Cessna,421,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Destroyed,Airplane,Grumman,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Fatal(1),Substantial,Airplane,Piper,Pa-60-602P,2.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Incident,Incident,NOT KNOWN,Airplane,De Havilland,Dhc-6-100,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,7.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Piper,Pa-24-250,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Howard Aircraft Corp.,500,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC
Accident,Fatal(4),Destroyed,Airplane,Cessna,172K,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC
Accident,Fatal(1),Destroyed,Airplane,Piper,Pa-34,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC
Accident,Fatal(2),Destroyed,Airplane,Rockwell,112A,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC
Accident,Fatal(4),Destroyed,Airplane,Beech,J35,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aeronca,7Ac,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Aeronca,7Ec,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Bellanca,17-30A,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-161,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Fatal(2),Substantial,Airplane,Porterfield,Cp-65,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-161,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Incident,Incident,Minor,Airplane,Boeing,B737-2H4,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,119.0,IMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,310D,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Piper,Pa-23,2.0,Reciprocating,Ferry,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-151,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-151,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152(Ii),1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,35,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28R-180,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Bellanca,8Gcbc,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-31-310,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal(8),Destroyed,Airplane,Piper,Pa-31T2,2.0,Turbo Prop,Business,8.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Beech,90,2.0,Turbo Prop,Personal,0.0,0.0,0.0,4.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Nihon,Ys-11A,2.0,Turbo Prop,Unknown,0.0,0.0,3.0,36.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28Rt-201T,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Bellanca,7Eca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,177Rg,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-23,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,IMC
Incident,Incident,Minor,Airplane,Embraer,Emb-11Op1,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,16.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Beech,A36,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T210N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Great Lakes,2T1A-2,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,Incident,NOT KNOWN,Airplane,Boeing,B-727-200,3.0,Turbo Jet,NOT KNOWN,1.0,1.0,1.0,83.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-44-180T,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172H,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Beech,58,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,P206B,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,404,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,IMC
Accident,Non-Fatal,Destroyed,Airplane,Pitts,51,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Cessna,172L,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC
Accident,Fatal(2),Destroyed,Airplane,Cessna,182Q,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Piper,Pa-36-375,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-161,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,56Tc,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Grumman,G-21A,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Piper,Pa-22-150,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Piper,Pa-28-181,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Piper,Pa-28-180,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal(1),Destroyed,Airplane,De Havilland,Dhc-6,2.0,Turbo Prop,Unknown,1.0,10.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Grumman,Aa-5A,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-32R-301T,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mooney,M-20C,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC
Accident,Fatal(2),Substantial,Airplane,Bellanca,7Gcbc,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Fairchild Hiller,227C,2.0,Turbo Prop,Ferry,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Bellanca,8Kcab,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC
Accident,Fatal(2),Destroyed,Airplane,Bellanca,14-19-3A,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,210A,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-60,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,A188B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-60/601P,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152Ii,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Rockwell,Commander 114,1.0,Reciprocating,Ferry,0.0,2.0,0.0,0.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Beech,Be-95-C55,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,IMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Incident,Incident,NOT KNOWN,Airplane,Swearingen,Sa-227,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,12.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Weatherly,201C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,310Q,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,414,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Eagle,Dw-1,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Fatal(4),Destroyed,Airplane,Cessna,210L,1.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-181,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,421B,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,23,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-23,2.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,D18S,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC
Incident,Incident,Minor,Airplane,Beech,B90,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,3.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-20,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182C,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,Incident,Minor,Airplane,Aeronca,11Ac,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal(1),Destroyed,Airplane,Beech,T-34B,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,320C,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal(6),Destroyed,Airplane,Cessna,T21Ol,1.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,VMC
Accident,Fatal(4),Destroyed,Airplane,Piper,Pa-32-260,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,J3-F65,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,140A,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Homebuilt,Pdq-2,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
